category,source,title,description,content,url,publishedAt
,Haaretz,"Netanyahu tells cabinet that AG is a 'contrarian,' asks justice minister to 'solve it'","The prime minister made the remarks after National Security Minister Itamar Ben-Gvir complained that Attorney General Gali Baharav-Miara objects to increasing prisoner overcrowding in jails. 'She's against everything good,' he said","Prime Minister Benjamin Netanyahu said at Monday's cabinet meeting that Attorney General Gali Baharav-Miara is ""a ""contrarian,"" and called on Justice Minister Yariv Levin ""to solve it,"" according to … [+31 chars]",https://www.haaretz.com/israel-news/2024-11-04/ty-article/.premium/netanyahu-tells-cabinet-that-ag-is-a-contrarian-asks-justice-minister-to-solve-it/00000192-f780-ded1-a7f7-ffe6df560000,
,Haaretz,'Trump will be generous to Netanyahu': The Arab world sees no hope in U.S. election,"Most of the Arab world is united in its denunciation of American policy in the Middle East. The prevailing feeling is that irrespective of who wins the election, support for Israel will remain unchanged","The Gaza war has progressed into one of the most significant subjects in the American election this year. Arab analysts, bloggers, and victims of the war reacted forcefully to the policy positions of… [+271 chars]",https://www.haaretz.com/middle-east-news/2024-11-06/ty-article/.premium/trump-will-be-generous-to-netanyahu-the-arab-world-sees-no-hope-in-u-s-election/00000192-fd24-dfba-a7b2-fd2d072b0000,
,Fox News,Israeli Prime Minister Benjamin Netanyahu fires Defense Minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu has removed Yoav Gallant as his defense minister, his office announced Tuesday.","Israeli Prime Minister Benjamin Netanyahu has fired his defense minister, Yoav Gallant, the Israeli leader announced Tuesday.  Netanyahu cited significant differences between their views on how to pr… [+2597 chars]",https://www.foxnews.com/world/israeli-prime-minister-benjamin-netanyahu-fires-defense-minister-yoav-gallant,
,CNN,Israel’s Prime Minister Benjamin Netanyahu fires Defense Minister Yoav Gallant,"The two had often clashed – over the state of negotiations with Hamas, Israel’s military strategy and Netanyahu’s bid to bring in a sweeping overhaul of the judiciary.",Israeli Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant after months of clashes over domestic politics and differences over Israels war efforts.  In a recorded statement Tue… [+3006 chars],https://www.cnn.com/2024/11/05/middleeast/netanyahu-yoav-gallant-intl-latam/index.html,
,Naturalnews.com,Local leaders condemn Netanyahu over failure to protect northern settlements from Hezbollah attacks,"On Oct. 31, Hezbollah launched a series of rocket attacks against Israel, resulting in the deaths of at least eight individuals. The rockets struck the northern settlement of Metula, which is on the border with Lebanon, and the Krayot area at the northern tip…","On Oct. 31, Hezbollah launched a series of rocket attacks against Israel, resulting in the deaths of at least eight individuals. The rockets struck the northern settlement of Metula, which is on the … [+4216 chars]",https://www.naturalnews.com/2024-11-05-local-leaders-condemn-netanyahu-failure-to-protect.html,
,Biztoc.com,Netanyahu Aide Arrested Over Intel Leak Which Damaged Ceasefire Talks,"Netanyahu Aide Arrested Over Intel Leak Which Damaged Ceasefire Talks   Via The Cradle Israeli police have arrested a top aide to Prime Minister Benjamin Netanyahu, and four others for allegedly leaking classified information to foreign media, court documents…","Netanyahu Aide Arrested Over Intel Leak Which Damaged Ceasefire Talks  Via The CradleIsraeli police have arrested a top aide to Prime Minister Benjamin Netanyahu, and four others for allegedly leakin… [+146 chars]",https://biztoc.com/x/6393135433820264,
,Haaretz,Netanyahu government lawmakers bailing on contentious ultra-Orthodox 'daycare bill',"After Gideon Sa'ar announced that members of his party would vote against the bill, approximately 59 Knesset members are expected to oppose it. If Defense Minister Gallant joins them, the law will not pass","After Gideon Sa'ar announced that members of his party would vote against the bill, approximately 59 Knesset members are expected to oppose it. If Defense Minister Gallant joins them, the law will no… [+5 chars]",https://www.haaretz.com/israel-news/2024-11-05/ty-article/.premium/netanyahu-government-lawmakers-bailing-on-contentious-ultra-orthodox-daycare-bill/00000192-f8ac-ded1-a7f7-f9ee36de0000,
,NPR,"Netanyahu could take steps to end wars after Trump's win, Middle East officials say",Officials throughout the Middle East welcomed Donald Trump’s victory — amid anticipation and anxiety across the region over how he could change the course of the wars raging from Gaza to Lebanon and beyond.,"TEL AVIV, Israel Congratulations on historys greatest comeback! Israeli Prime Minister Benjamin Netanyahu tweeted.  Officials throughout the Middle East welcomed Donald Trumps victory amid anticipati… [+2219 chars]",https://www.npr.org/2024/11/06/g-s1-33019/netanyahu-could-take-steps-to-end-wars-with-trumps-win-middle-east-officials-say,
,Al Jazeera English,Israel’s Benjamin Netanyahu fires Defence Minister Yoav Gallant,Netanyahu says he has lost confidence in Gallant over the management of Israel's ongoing wars in Gaza and Lebanon.,"Israeli Prime Minister Benjamin Netanyahu has fired his defence minister, Yoav Gallant, and appointed Israel Katz to succeed him.  In a surprise announcement on Tuesday, Netanyahu said he had lost co… [+415 chars]",https://www.aljazeera.com/news/2024/11/5/israels-benjamin-netanyahu-fires-defence-minister-yoav-gallant,
,Al Jazeera English,Video: Israel’s Benjamin Netanyahu fires Defence Minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu has fired his defence minister Yoav Gallant, replacing him with Israel Katz.","NewsFeed  Israeli Prime Minister Benjamin Netanyahu has fired his defence minister Yoav Gallant, replacing him with Israel Katz. Al Jazeeras Mohamed Vall explains how a long-standing rift over Gaza t… [+20 chars]",https://www.aljazeera.com/program/newsfeed/2024/11/5/video-israels-benjamin-netanyahu-fires-defence-minister-yoav-gallant,
,Al Jazeera English,Israel’s wartime row: What’s behind the rift between Netanyahu and Gallant?,The prime minister has sacked his defiant defence minister in an attempt to settle a schism at the pinnacle of power.,"As Americans cast their votes in a monumental presidential election, Israeli Prime Minister Benjamin Netanyahu quietly ousted Defence Minister Yoav Gallant.  The two figures shared an openly divisive… [+5441 chars]",https://www.aljazeera.com/news/2024/11/6/israels-wartime-row-whats-behind-the-rift-between-netanyahu-and-gallant,
,Biztoc.com,Netanyahu fires Israeli defense minister,"Israeli Prime Minister Benjamin Netanyahu on Tuesday fired the country's Minister of Defense Yoav Gallant.  Why it matters: Netanyahu's decision in the midst of Israel's multi-front war is being driven largely by domestic political pressure, including from me…",Israeli Prime Minister Benjamin Netanyahu on Tuesday fired the country's Minister of Defense Yoav Gallant. Why it matters: Netanyahu's decision in the midst of Israel's multi-front war is being drive… [+136 chars],https://biztoc.com/x/56a9082807389ec5,
,Biztoc.com,Netanyahu fires Israeli defense minister amid disagreements over Gaza campaign,"The News Israeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant, the PM’s office said Tuesday. Gallant will be replaced by the current foreign minister, Israel Katz, and Gideon Sa’ar will replace Katz as foreign minister. In a video pos…","The NewsIsraeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant, the PMs office said Tuesday. Gallant will be replaced by the current foreign minister, Israel Katz, and Gideon S… [+140 chars]",https://biztoc.com/x/35eb895e5e1b0f90,
,Biztoc.com,"Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil","Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil   After hitting a session high just around noon, oil has since tumbled to session lows following news that Israel's Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant, a…","Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil  After hitting a session high just around noon, oil has since tumbled to session lows following news that Israel's Prime Minister Be… [+143 chars]",https://biztoc.com/x/1747e94154b78ae7,
,Biztoc.com,Israel hostage families attack Netanyahu over Hamas leaks,Five arrested over allegations that prime minister’s opponents say ‘ought to horrify every Israeli’,"Five arrested over allegations that prime ministers opponents say ought to horrify every Israeli  This story appeared on ft.com, 2024-11-05 17:02:22.",https://biztoc.com/x/db545df754d86946,
